HID,M1,M2,HHID,PID,N1,HPID,PIDWON,CH1,CH2_Y,CH2_M,CH2_1,CH3_Y,CH3_M,CH3_1,CH4_Y,CH4_M,CH4_1,CH5_Y,CH5_M,CH6_Y,CH6_M
145301.0,1.0,1.0,145301011.0,2.0,1.0,14530101102.0,14530102.0,0.0,,,,,,,,,,,,,
145303.0,1.0,1.0,145303011.0,1.0,1.0,14530301101.0,14530301.0,0.0,,,,,,,,,,,,,
145303.0,1.0,1.0,145303011.0,2.0,1.0,14530301102.0,14530302.0,0.0,,,,,,,,,,,,,
145304.0,1.0,1.0,145304011.0,1.0,1.0,14530401101.0,14530401.0,0.0,,,,,,,,,,,,,
145304.0,1.0,1.0,145304011.0,2.0,1.0,14530401102.0,14530402.0,0.0,,,,,,,,,,,,,
145305.0,1.0,1.0,145305011.0,1.0,1.0,14530501101.0,14530501.0,0.0,,,,,,,,,,,,,
145305.0,1.0,1.0,145305011.0,2.0,1.0,14530501102.0,14530502.0,0.0,,,,,,,,,,,,,
145306.0,1.0,1.0,145306011.0,1.0,1.0,14530601101.0,14530601.0,0.0,,,,,,,,,,,,,
145306.0,1.0,1.0,145306011.0,2.0,1.0,14530601102.0,14530602.0,0.0,,,,,,,,,,,,,
145327.0,1.0,1.0,145327011.0,1.0,1.0,14532701101.0,14532701.0,0.0,,,,,,,,,,,,,
145327.0,1.0,1.0,145327011.0,2.0,1.0,14532701102.0,14532702.0,0.0,,,,,,,,,,,,,
145328.0,1.0,1.0,145328011.0,1.0,1.0,14532801101.0,14532801.0,0.0,,,,,,,,,,,,,
145328.0,1.0,1.0,145328011.0,2.0,1.0,14532801102.0,14532802.0,0.0,,,,,,,,,,,,,
145329.0,1.0,1.0,145329011.0,1.0,1.0,14532901101.0,14532901.0,0.0,,,,,,,,,,,,,
145329.0,1.0,1.0,145329011.0,2.0,1.0,14532901102.0,14532902.0,0.0,,,,,,,,,,,,,
145329.0,1.0,1.0,145329011.0,4.0,1.0,14532901104.0,14532904.0,0.0,,,,,,,,,,,,,
145330.0,1.0,1.0,145330011.0,1.0,1.0,14533001101.0,14533001.0,0.0,,,,,,,,,,,,,
145330.0,1.0,1.0,145330011.0,2.0,1.0,14533001102.0,14533002.0,0.0,,,,,,,,,,,,,
145331.0,1.0,1.0,145331011.0,1.0,1.0,14533101101.0,14533101.0,0.0,,,,,,,,,,,,,
145331.0,1.0,1.0,145331011.0,2.0,1.0,14533101102.0,14533102.0,0.0,,,,,,,,,,,,,
145332.0,1.0,1.0,145332011.0,1.0,1.0,14533201101.0,14533201.0,0.0,,,,,,,,,,,,,
145332.0,1.0,1.0,145332011.0,2.0,1.0,14533201102.0,14533202.0,0.0,,,,,,,,,,,,,
145339.0,1.0,1.0,145339011.0,1.0,1.0,14533901101.0,14533901.0,0.0,,,,,,,,,,,,,
145339.0,1.0,1.0,145339011.0,2.0,1.0,14533901102.0,14533902.0,0.0,,,,,,,,,,,,,
145340.0,1.0,1.0,145340011.0,1.0,1.0,14534001101.0,14534001.0,0.0,,,,,,,,,,,,,
145340.0,1.0,1.0,145340011.0,2.0,1.0,14534001102.0,14534002.0,0.0,,,,,,,,,,,,,
145341.0,1.0,1.0,145341011.0,1.0,1.0,14534101101.0,14534101.0,0.0,,,,,,,,,,,,,
145341.0,1.0,1.0,145341011.0,2.0,1.0,14534101102.0,14534102.0,0.0,,,,,,,,,,,,,
145342.0,1.0,1.0,145342011.0,1.0,1.0,14534201101.0,14534201.0,0.0,,,,,,,,,,,,,
145342.0,1.0,1.0,145342011.0,2.0,1.0,14534201102.0,14534202.0,0.0,,,,,,,,,,,,,
145343.0,1.0,1.0,145343011.0,1.0,1.0,14534301101.0,14534301.0,0.0,,,,,,,,,,,,,
145343.0,1.0,1.0,145343011.0,2.0,1.0,14534301102.0,14534302.0,0.0,,,,,,,,,,,,,
145344.0,1.0,1.0,145344011.0,1.0,1.0,14534401101.0,14534401.0,21.0,,,,2021.0,5.0,1.0,,,,,,,
145344.0,1.0,1.0,145344011.0,2.0,1.0,14534401102.0,14534402.0,0.0,,,,,,,,,,,,,
145358.0,1.0,1.0,145358011.0,1.0,1.0,14535801101.0,14535801.0,0.0,,,,,,,,,,,,,
145358.0,1.0,1.0,145358011.0,2.0,1.0,14535801102.0,14535802.0,0.0,,,,,,,,,,,,,
145359.0,1.0,1.0,145359011.0,1.0,1.0,14535901101.0,14535901.0,0.0,,,,,,,,,,,,,
145359.0,1.0,1.0,145359011.0,2.0,1.0,14535901102.0,14535902.0,0.0,,,,,,,,,,,,,
145360.0,1.0,1.0,145360011.0,2.0,1.0,14536001102.0,14536002.0,0.0,,,,,,,,,,,,,
145362.0,1.0,1.0,145362011.0,1.0,1.0,14536201101.0,14536201.0,0.0,,,,,,,,,,,,,
145362.0,1.0,1.0,145362011.0,2.0,1.0,14536201102.0,14536202.0,0.0,,,,,,,,,,,,,
145362.0,1.0,1.0,145362011.0,3.0,1.0,14536201103.0,14536203.0,0.0,,,,,,,,,,,,,
145362.0,1.0,1.0,145362011.0,4.0,1.0,14536201104.0,14536204.0,0.0,,,,,,,,,,,,,
145381.0,1.0,1.0,145381011.0,1.0,1.0,14538101101.0,14538101.0,0.0,,,,,,,,,,,,,
145381.0,1.0,1.0,145381011.0,2.0,1.0,14538101102.0,14538102.0,0.0,,,,,,,,,,,,,
145381.0,1.0,1.0,145381011.0,3.0,1.0,14538101103.0,14538103.0,0.0,,,,,,,,,,,,,
145381.0,1.0,1.0,145381011.0,4.0,1.0,14538101104.0,14538104.0,0.0,,,,,,,,,,,,,
145382.0,1.0,1.0,145382011.0,1.0,1.0,14538201101.0,14538201.0,0.0,,,,,,,,,,,,,
145382.0,1.0,1.0,145382011.0,2.0,1.0,14538201102.0,14538202.0,0.0,,,,,,,,,,,,,
145382.0,1.0,1.0,145382011.0,3.0,1.0,14538201103.0,14538203.0,0.0,,,,,,,,,,,,,
145382.0,1.0,1.0,145382011.0,4.0,1.0,14538201104.0,14538204.0,0.0,,,,,,,,,,,,,
145383.0,1.0,1.0,145383011.0,1.0,1.0,14538301101.0,14538301.0,0.0,,,,,,,,,,,,,
145383.0,1.0,1.0,145383011.0,2.0,1.0,14538301102.0,14538302.0,0.0,,,,,,,,,,,,,
145384.0,1.0,1.0,145384011.0,1.0,1.0,14538401101.0,14538401.0,0.0,,,,,,,,,,,,,
145384.0,1.0,1.0,145384011.0,2.0,1.0,14538401102.0,14538402.0,0.0,,,,,,,,,,,,,
145385.0,1.0,1.0,145385011.0,1.0,1.0,14538501101.0,14538501.0,0.0,,,,,,,,,,,,,
145385.0,1.0,1.0,145385011.0,2.0,1.0,14538501102.0,14538502.0,0.0,,,,,,,,,,,,,
145385.0,1.0,1.0,145385011.0,3.0,2.0,14538501103.0,14538503.0,0.0,,,,,,,,,,,,,
145386.0,1.0,1.0,145386011.0,1.0,1.0,14538601101.0,14538601.0,0.0,,,,,,,,,,,,,
145386.0,1.0,1.0,145386011.0,2.0,1.0,14538601102.0,14538602.0,0.0,,,,,,,,,,,,,
145386.0,1.0,1.0,145386011.0,3.0,1.0,14538601103.0,14538603.0,0.0,,,,,,,,,,,,,
145416.0,1.0,1.0,145416011.0,1.0,1.0,14541601101.0,14541601.0,0.0,,,,,,,,,,,,,
145416.0,1.0,1.0,145416011.0,2.0,1.0,14541601102.0,14541602.0,0.0,,,,,,,,,,,,,
145417.0,1.0,1.0,145417011.0,1.0,1.0,14541701101.0,14541701.0,0.0,,,,,,,,,,,,,
145417.0,1.0,1.0,145417011.0,2.0,1.0,14541701102.0,14541702.0,0.0,,,,,,,,,,,,,
145430.0,1.0,1.0,145430011.0,1.0,1.0,14543001101.0,14543001.0,0.0,,,,,,,,,,,,,
145430.0,1.0,1.0,145430011.0,2.0,1.0,14543001102.0,14543002.0,0.0,,,,,,,,,,,,,
145431.0,1.0,1.0,145431011.0,1.0,1.0,14543101101.0,14543101.0,0.0,,,,,,,,,,,,,
145431.0,1.0,1.0,145431011.0,2.0,1.0,14543101102.0,14543102.0,0.0,,,,,,,,,,,,,
145433.0,1.0,1.0,145433011.0,2.0,1.0,14543301102.0,14543302.0,0.0,,,,,,,,,,,,,
145433.0,1.0,1.0,145433011.0,3.0,1.0,14543301103.0,14543303.0,0.0,,,,,,,,,,,,,
145433.0,1.0,1.0,145433011.0,4.0,1.0,14543301104.0,14543304.0,0.0,,,,,,,,,,,,,
145434.0,1.0,1.0,145434011.0,2.0,1.0,14543401102.0,14543402.0,0.0,,,,,,,,,,,,,
145434.0,1.0,1.0,145434011.0,3.0,1.0,14543401103.0,14543403.0,0.0,,,,,,,,,,,,,
145434.0,1.0,1.0,145434011.0,4.0,1.0,14543401104.0,14543404.0,0.0,,,,,,,,,,,,,
145435.0,1.0,1.0,145435011.0,1.0,1.0,14543501101.0,14543501.0,0.0,,,,,,,,,,,,,
145435.0,1.0,1.0,145435011.0,2.0,1.0,14543501102.0,14543502.0,0.0,,,,,,,,,,,,,
145436.0,1.0,1.0,145436011.0,1.0,1.0,14543601101.0,14543601.0,0.0,,,,,,,,,,,,,
145436.0,1.0,1.0,145436011.0,2.0,1.0,14543601102.0,14543602.0,0.0,,,,,,,,,,,,,
145436.0,1.0,1.0,145436011.0,3.0,1.0,14543601103.0,14543603.0,0.0,,,,,,,,,,,,,
145436.0,1.0,1.0,145436011.0,4.0,1.0,14543601104.0,14543604.0,0.0,,,,,,,,,,,,,
145436.0,1.0,1.0,145436011.0,5.0,1.0,14543601105.0,14543605.0,0.0,,,,,,,,,,,,,
145456.0,1.0,1.0,145456011.0,1.0,1.0,14545601101.0,14545601.0,0.0,,,,,,,,,,,,,
145456.0,1.0,1.0,145456011.0,2.0,1.0,14545601102.0,14545602.0,0.0,,,,,,,,,,,,,
145456.0,1.0,1.0,145456011.0,3.0,1.0,14545601103.0,14545603.0,0.0,,,,,,,,,,,,,
145457.0,1.0,1.0,145457011.0,1.0,1.0,14545701101.0,14545701.0,0.0,,,,,,,,,,,,,
145457.0,1.0,1.0,145457011.0,2.0,1.0,14545701102.0,14545702.0,0.0,,,,,,,,,,,,,
145459.0,1.0,1.0,145459011.0,1.0,1.0,14545901101.0,14545901.0,0.0,,,,,,,,,,,,,
145459.0,1.0,1.0,145459011.0,2.0,1.0,14545901102.0,14545902.0,0.0,,,,,,,,,,,,,
145459.0,1.0,1.0,145459011.0,5.0,1.0,14545901105.0,14545905.0,0.0,,,,,,,,,,,,,
145459.0,1.0,1.0,145459011.0,6.0,1.0,14545901106.0,14545906.0,0.0,,,,,,,,,,,,,
145460.0,1.0,1.0,145460011.0,1.0,1.0,14546001101.0,14546001.0,0.0,,,,,,,,,,,,,
145460.0,1.0,1.0,145460011.0,2.0,1.0,14546001102.0,14546002.0,0.0,,,,,,,,,,,,,
145460.0,1.0,1.0,145460011.0,3.0,1.0,14546001103.0,14546003.0,0.0,,,,,,,,,,,,,
145461.0,1.0,1.0,145461011.0,1.0,1.0,14546101101.0,14546101.0,0.0,,,,,,,,,,,,,
145461.0,1.0,1.0,145461011.0,2.0,1.0,14546101102.0,14546102.0,0.0,,,,,,,,,,,,,
145461.0,1.0,1.0,145461011.0,3.0,1.0,14546101103.0,14546103.0,0.0,,,,,,,,,,,,,
145461.0,1.0,1.0,145461011.0,4.0,1.0,14546101104.0,14546104.0,0.0,,,,,,,,,,,,,
145477.0,1.0,1.0,145477011.0,1.0,1.0,14547701101.0,14547701.0,0.0,,,,,,,,,,,,,
145477.0,1.0,1.0,145477011.0,2.0,1.0,14547701102.0,14547702.0,0.0,,,,,,,,,,,,,
145478.0,1.0,1.0,145478011.0,2.0,1.0,14547801102.0,14547802.0,0.0,,,,,,,,,,,,,
145478.0,1.0,1.0,145478011.0,3.0,1.0,14547801103.0,14547803.0,0.0,,,,,,,,,,,,,
145478.0,1.0,1.0,145478011.0,4.0,1.0,14547801104.0,14547804.0,0.0,,,,,,,,,,,,,
145479.0,1.0,1.0,145479011.0,1.0,1.0,14547901101.0,14547901.0,0.0,,,,,,,,,,,,,
145479.0,1.0,1.0,145479011.0,2.0,1.0,14547901102.0,14547902.0,0.0,,,,,,,,,,,,,
145479.0,1.0,1.0,145479011.0,3.0,1.0,14547901103.0,14547903.0,0.0,,,,,,,,,,,,,
145479.0,1.0,1.0,145479011.0,4.0,1.0,14547901104.0,14547904.0,0.0,,,,,,,,,,,,,
145493.0,1.0,1.0,145493011.0,1.0,1.0,14549301101.0,14549301.0,0.0,,,,,,,,,,,,,
145493.0,1.0,1.0,145493011.0,2.0,1.0,14549301102.0,14549302.0,0.0,,,,,,,,,,,,,
145494.0,1.0,1.0,145494011.0,1.0,1.0,14549401101.0,14549401.0,0.0,,,,,,,,,,,,,
145494.0,1.0,1.0,145494011.0,2.0,1.0,14549401102.0,14549402.0,0.0,,,,,,,,,,,,,
145495.0,1.0,1.0,145495011.0,2.0,1.0,14549501102.0,14549502.0,0.0,,,,,,,,,,,,,
145506.0,1.0,1.0,145506011.0,1.0,1.0,14550601101.0,14550601.0,0.0,,,,,,,,,,,,,
145507.0,1.0,1.0,145507011.0,1.0,1.0,14550701101.0,14550701.0,0.0,,,,,,,,,,,,,
145507.0,1.0,1.0,145507011.0,2.0,1.0,14550701102.0,14550702.0,0.0,,,,,,,,,,,,,
145507.0,1.0,1.0,145507011.0,3.0,1.0,14550701103.0,14550703.0,0.0,,,,,,,,,,,,,
145508.0,1.0,1.0,145508011.0,2.0,1.0,14550801102.0,14550802.0,0.0,,,,,,,,,,,,,
151001.0,1.0,1.0,151001011.0,1.0,1.0,15100101101.0,15100101.0,0.0,,,,,,,,,,,,,
151001.0,1.0,1.0,151001011.0,2.0,1.0,15100101102.0,15100102.0,0.0,,,,,,,,,,,,,
151001.0,1.0,1.0,151001011.0,3.0,1.0,15100101103.0,15100103.0,21.0,,,,2022.0,2.0,3.0,,,,,,,
151006.0,1.0,1.0,151006011.0,1.0,1.0,15100601101.0,15100601.0,0.0,,,,,,,,,,,,,
151006.0,1.0,1.0,151006011.0,2.0,1.0,15100601102.0,15100602.0,0.0,,,,,,,,,,,,,
151008.0,1.0,1.0,151008011.0,1.0,1.0,15100801101.0,15100801.0,0.0,,,,,,,,,,,,,
151008.0,1.0,1.0,151008011.0,2.0,1.0,15100801102.0,15100802.0,0.0,,,,,,,,,,,,,
151008.0,1.0,1.0,151008011.0,3.0,1.0,15100801103.0,15100803.0,0.0,,,,,,,,,,,,,
151008.0,1.0,1.0,151008011.0,4.0,1.0,15100801104.0,15100804.0,0.0,,,,,,,,,,,,,
151009.0,1.0,1.0,151009011.0,1.0,1.0,15100901101.0,15100901.0,0.0,,,,,,,,,,,,,
151009.0,1.0,1.0,151009011.0,2.0,1.0,15100901102.0,15100902.0,0.0,,,,,,,,,,,,,
151011.0,1.0,1.0,151011011.0,1.0,1.0,15101101101.0,15101101.0,0.0,,,,,,,,,,,,,
151011.0,1.0,1.0,151011011.0,2.0,1.0,15101101102.0,15101102.0,0.0,,,,,,,,,,,,,
151012.0,1.0,1.0,151012011.0,1.0,1.0,15101201101.0,15101201.0,21.0,,,,2021.0,5.0,3.0,,,,,,,
151012.0,1.0,1.0,151012011.0,2.0,1.0,15101201102.0,15101202.0,0.0,,,,,,,,,,,,,
151012.0,1.0,1.0,151012011.0,3.0,1.0,15101201103.0,15101203.0,41.0,,,,,,,,,,2021.0,6.0,,
151025.0,1.0,1.0,151025011.0,1.0,1.0,15102501101.0,15102501.0,0.0,,,,,,,,,,,,,
151025.0,1.0,1.0,151025011.0,2.0,1.0,15102501102.0,15102502.0,0.0,,,,,,,,,,,,,
151026.0,1.0,1.0,151026011.0,1.0,1.0,15102601101.0,15102601.0,0.0,,,,,,,,,,,,,
152001.0,1.0,1.0,152001011.0,1.0,1.0,15200101101.0,15200101.0,0.0,,,,,,,,,,,,,
152001.0,1.0,1.0,152001011.0,2.0,1.0,15200101102.0,15200102.0,0.0,,,,,,,,,,,,,
152003.0,1.0,1.0,152003011.0,1.0,1.0,15200301101.0,15200301.0,0.0,,,,,,,,,,,,,
152003.0,1.0,1.0,152003011.0,2.0,1.0,15200301102.0,15200302.0,0.0,,,,,,,,,,,,,
152005.0,1.0,1.0,152005011.0,1.0,1.0,15200501101.0,15200501.0,0.0,,,,,,,,,,,,,
152005.0,1.0,1.0,152005011.0,2.0,1.0,15200501102.0,15200502.0,0.0,,,,,,,,,,,,,
152006.0,1.0,1.0,152006011.0,1.0,1.0,15200601101.0,15200601.0,0.0,,,,,,,,,,,,,
152009.0,1.0,1.0,152009011.0,1.0,1.0,15200901101.0,15200901.0,0.0,,,,,,,,,,,,,
152009.0,1.0,1.0,152009011.0,2.0,1.0,15200901102.0,15200902.0,0.0,,,,,,,,,,,,,
152010.0,1.0,1.0,152010011.0,1.0,1.0,15201001101.0,15201001.0,0.0,,,,,,,,,,,,,
152010.0,1.0,1.0,152010011.0,2.0,1.0,15201001102.0,15201002.0,0.0,,,,,,,,,,,,,
152011.0,1.0,1.0,152011011.0,1.0,1.0,15201101101.0,15201101.0,0.0,,,,,,,,,,,,,
152011.0,1.0,1.0,152011011.0,2.0,1.0,15201101102.0,15201102.0,0.0,,,,,,,,,,,,,
152012.0,1.0,1.0,152012011.0,1.0,1.0,15201201101.0,15201201.0,0.0,,,,,,,,,,,,,
152013.0,1.0,1.0,152013011.0,1.0,1.0,15201301101.0,15201301.0,0.0,,,,,,,,,,,,,
152014.0,1.0,1.0,152014011.0,1.0,1.0,15201401101.0,15201401.0,0.0,,,,,,,,,,,,,
152014.0,1.0,1.0,152014011.0,2.0,1.0,15201401102.0,15201402.0,0.0,,,,,,,,,,,,,
152015.0,1.0,1.0,152015011.0,1.0,1.0,15201501101.0,15201501.0,0.0,,,,,,,,,,,,,
152033.0,1.0,1.0,152033011.0,1.0,1.0,15203301101.0,15203301.0,0.0,,,,,,,,,,,,,
152033.0,1.0,1.0,152033011.0,2.0,1.0,15203301102.0,15203302.0,0.0,,,,,,,,,,,,,
152033.0,1.0,1.0,152033011.0,3.0,1.0,15203301103.0,15203303.0,0.0,,,,,,,,,,,,,
152033.0,1.0,1.0,152033011.0,4.0,2.0,15203301104.0,15203304.0,0.0,,,,,,,,,,,,,
152039.0,1.0,1.0,152039011.0,1.0,1.0,15203901101.0,15203901.0,0.0,,,,,,,,,,,,,
152039.0,1.0,1.0,152039011.0,2.0,1.0,15203901102.0,15203902.0,0.0,,,,,,,,,,,,,
152039.0,1.0,1.0,152039011.0,3.0,1.0,15203901103.0,15203903.0,0.0,,,,,,,,,,,,,
152039.0,1.0,1.0,152039011.0,4.0,1.0,15203901104.0,15203904.0,0.0,,,,,,,,,,,,,
152044.0,1.0,1.0,152044011.0,1.0,1.0,15204401101.0,15204401.0,0.0,,,,,,,,,,,,,
152044.0,1.0,1.0,152044011.0,2.0,1.0,15204401102.0,15204402.0,0.0,,,,,,,,,,,,,
152045.0,1.0,1.0,152045011.0,1.0,1.0,15204501101.0,15204501.0,0.0,,,,,,,,,,,,,
152045.0,1.0,1.0,152045011.0,2.0,1.0,15204501102.0,15204502.0,0.0,,,,,,,,,,,,,
152046.0,1.0,1.0,152046011.0,1.0,1.0,15204601101.0,15204601.0,0.0,,,,,,,,,,,,,
152046.0,1.0,1.0,152046011.0,2.0,1.0,15204601102.0,15204602.0,0.0,,,,,,,,,,,,,
152047.0,1.0,1.0,152047011.0,1.0,1.0,15204701101.0,15204701.0,0.0,,,,,,,,,,,,,
152047.0,1.0,1.0,152047011.0,2.0,1.0,15204701102.0,15204702.0,0.0,,,,,,,,,,,,,
152048.0,1.0,1.0,152048011.0,1.0,1.0,15204801101.0,15204801.0,21.0,,,,2021.0,2.0,1.0,,,,,,,
152048.0,1.0,1.0,152048011.0,2.0,1.0,15204801102.0,15204802.0,0.0,,,,,,,,,,,,,
152049.0,1.0,1.0,152049011.0,1.0,1.0,15204901101.0,15204901.0,0.0,,,,,,,,,,,,,
152049.0,1.0,1.0,152049011.0,2.0,1.0,15204901102.0,15204902.0,0.0,,,,,,,,,,,,,
152054.0,1.0,1.0,152054011.0,1.0,1.0,15205401101.0,15205401.0,0.0,,,,,,,,,,,,,
152054.0,1.0,1.0,152054011.0,2.0,1.0,15205401102.0,15205402.0,0.0,,,,,,,,,,,,,
152063.0,1.0,1.0,152063011.0,1.0,1.0,15206301101.0,15206301.0,0.0,,,,,,,,,,,,,
152063.0,1.0,1.0,152063011.0,2.0,1.0,15206301102.0,15206302.0,0.0,,,,,,,,,,,,,
152063.0,1.0,1.0,152063011.0,3.0,1.0,15206301103.0,15206303.0,0.0,,,,,,,,,,,,,
152063.0,1.0,1.0,152063011.0,4.0,1.0,15206301104.0,15206304.0,0.0,,,,,,,,,,,,,
152063.0,1.0,1.0,152063011.0,5.0,1.0,15206301105.0,15206305.0,0.0,,,,,,,,,,,,,
152064.0,1.0,1.0,152064011.0,1.0,1.0,15206401101.0,15206401.0,0.0,,,,,,,,,,,,,
152064.0,1.0,1.0,152064011.0,3.0,1.0,15206401103.0,15206403.0,0.0,,,,,,,,,,,,,
152064.0,1.0,1.0,152064011.0,4.0,1.0,15206401104.0,15206404.0,0.0,,,,,,,,,,,,,
152067.0,1.0,1.0,152067011.0,2.0,1.0,15206701102.0,15206702.0,31.0,,,,,,,2022.0,1.0,1.0,,,,
152067.0,1.0,1.0,152067011.0,3.0,1.0,15206701103.0,15206703.0,31.0,,,,,,,2022.0,1.0,4.0,,,,
152069.0,1.0,1.0,152069011.0,1.0,1.0,15206901101.0,15206901.0,0.0,,,,,,,,,,,,,
152069.0,1.0,1.0,152069011.0,2.0,1.0,15206901102.0,15206902.0,0.0,,,,,,,,,,,,,
152071.0,1.0,1.0,152071011.0,1.0,1.0,15207101101.0,15207101.0,0.0,,,,,,,,,,,,,
152071.0,1.0,1.0,152071011.0,2.0,1.0,15207101102.0,15207102.0,0.0,,,,,,,,,,,,,
152074.0,1.0,1.0,152074011.0,1.0,1.0,15207401101.0,15207401.0,0.0,,,,,,,,,,,,,
152074.0,1.0,1.0,152074011.0,2.0,1.0,15207401102.0,15207402.0,0.0,,,,,,,,,,,,,
152075.0,1.0,1.0,152075011.0,1.0,1.0,15207501101.0,15207501.0,0.0,,,,,,,,,,,,,
152076.0,1.0,1.0,152076011.0,1.0,1.0,15207601101.0,15207601.0,0.0,,,,,,,,,,,,,
152077.0,1.0,1.0,152077011.0,1.0,1.0,15207701101.0,15207701.0,0.0,,,,,,,,,,,,,
152081.0,1.0,1.0,152081011.0,1.0,1.0,15208101101.0,15208101.0,0.0,,,,,,,,,,,,,
152082.0,1.0,1.0,152082011.0,1.0,1.0,15208201101.0,15208201.0,0.0,,,,,,,,,,,,,
152082.0,1.0,1.0,152082011.0,2.0,1.0,15208201102.0,15208202.0,0.0,,,,,,,,,,,,,
152083.0,1.0,1.0,152083011.0,1.0,1.0,15208301101.0,15208301.0,0.0,,,,,,,,,,,,,
152083.0,1.0,1.0,152083011.0,2.0,1.0,15208301102.0,15208302.0,0.0,,,,,,,,,,,,,
152086.0,1.0,1.0,152086011.0,1.0,1.0,15208601101.0,15208601.0,0.0,,,,,,,,,,,,,
152086.0,1.0,1.0,152086011.0,2.0,1.0,15208601102.0,15208602.0,0.0,,,,,,,,,,,,,
152087.0,1.0,1.0,152087011.0,1.0,1.0,15208701101.0,15208701.0,0.0,,,,,,,,,,,,,
152087.0,1.0,1.0,152087011.0,2.0,1.0,15208701102.0,15208702.0,0.0,,,,,,,,,,,,,
152091.0,1.0,1.0,152091011.0,1.0,1.0,15209101101.0,15209101.0,0.0,,,,,,,,,,,,,
152091.0,1.0,1.0,152091011.0,2.0,1.0,15209101102.0,15209102.0,0.0,,,,,,,,,,,,,
152093.0,1.0,1.0,152093011.0,1.0,1.0,15209301101.0,15209301.0,0.0,,,,,,,,,,,,,
152093.0,1.0,1.0,152093011.0,2.0,1.0,15209301102.0,15209302.0,0.0,,,,,,,,,,,,,
152094.0,1.0,1.0,152094011.0,1.0,1.0,15209401101.0,15209401.0,0.0,,,,,,,,,,,,,
152095.0,1.0,1.0,152095011.0,1.0,1.0,15209501101.0,15209501.0,0.0,,,,,,,,,,,,,
152095.0,1.0,1.0,152095011.0,2.0,1.0,15209501102.0,15209502.0,0.0,,,,,,,,,,,,,
152096.0,1.0,1.0,152096011.0,1.0,1.0,15209601101.0,15209601.0,0.0,,,,,,,,,,,,,
152096.0,1.0,1.0,152096011.0,2.0,1.0,15209601102.0,15209602.0,0.0,,,,,,,,,,,,,
152103.0,1.0,1.0,152103011.0,1.0,1.0,15210301101.0,15210301.0,0.0,,,,,,,,,,,,,
152103.0,1.0,1.0,152103011.0,2.0,1.0,15210301102.0,15210302.0,0.0,,,,,,,,,,,,,
152104.0,1.0,1.0,152104011.0,1.0,1.0,15210401101.0,15210401.0,0.0,,,,,,,,,,,,,
152104.0,1.0,1.0,152104011.0,2.0,1.0,15210401102.0,15210402.0,0.0,,,,,,,,,,,,,
152108.0,1.0,1.0,152108011.0,1.0,1.0,15210801101.0,15210801.0,0.0,,,,,,,,,,,,,
152108.0,1.0,1.0,152108011.0,2.0,1.0,15210801102.0,15210802.0,0.0,,,,,,,,,,,,,
152109.0,1.0,1.0,152109011.0,1.0,1.0,15210901101.0,15210901.0,0.0,,,,,,,,,,,,,
152109.0,1.0,1.0,152109011.0,2.0,1.0,15210901102.0,15210902.0,0.0,,,,,,,,,,,,,
152109.0,1.0,1.0,152109011.0,3.0,1.0,15210901103.0,15210903.0,0.0,,,,,,,,,,,,,
152109.0,1.0,1.0,152109011.0,4.0,1.0,15210901104.0,15210904.0,0.0,,,,,,,,,,,,,
152110.0,1.0,1.0,152110011.0,1.0,1.0,15211001101.0,15211001.0,0.0,,,,,,,,,,,,,
152110.0,1.0,1.0,152110011.0,2.0,1.0,15211001102.0,15211002.0,0.0,,,,,,,,,,,,,
152112.0,1.0,1.0,152112011.0,1.0,1.0,15211201101.0,15211201.0,0.0,,,,,,,,,,,,,
152112.0,3.0,1.0,152112031.0,2.0,1.0,15211203102.0,15211202.0,0.0,,,,,,,,,,,,,
152112.0,1.0,1.0,152112011.0,3.0,1.0,15211201103.0,15211203.0,0.0,,,,,,,,,,,,,
152113.0,1.0,1.0,152113011.0,1.0,1.0,15211301101.0,15211301.0,0.0,,,,,,,,,,,,,
152113.0,1.0,1.0,152113011.0,2.0,1.0,15211301102.0,15211302.0,0.0,,,,,,,,,,,,,
152114.0,1.0,1.0,152114011.0,1.0,1.0,15211401101.0,15211401.0,0.0,,,,,,,,,,,,,
152114.0,2.0,2.0,152114022.0,2.0,1.0,15211402202.0,15211402.0,0.0,,,,,,,,,,,,,
152114.0,2.0,1.0,152114021.0,3.0,1.0,15211402103.0,15211403.0,0.0,,,,,,,,,,,,,
152141.0,1.0,1.0,152141011.0,1.0,1.0,15214101101.0,15214101.0,0.0,,,,,,,,,,,,,
152141.0,1.0,1.0,152141011.0,2.0,1.0,15214101102.0,15214102.0,0.0,,,,,,,,,,,,,
152142.0,1.0,1.0,152142011.0,1.0,1.0,15214201101.0,15214201.0,0.0,,,,,,,,,,,,,
152142.0,1.0,1.0,152142011.0,2.0,1.0,15214201102.0,15214202.0,0.0,,,,,,,,,,,,,
152142.0,1.0,1.0,152142011.0,3.0,3.0,15214201103.0,15214203.0,11.0,2020.0,1.0,3.0,,,,,,,,,,
152143.0,1.0,1.0,152143011.0,1.0,1.0,15214301101.0,15214301.0,0.0,,,,,,,,,,,,,
152143.0,1.0,1.0,152143011.0,2.0,1.0,15214301102.0,15214302.0,0.0,,,,,,,,,,,,,
152143.0,1.0,1.0,152143011.0,3.0,1.0,15214301103.0,15214303.0,0.0,,,,,,,,,,,,,
152144.0,1.0,1.0,152144011.0,1.0,1.0,15214401101.0,15214401.0,0.0,,,,,,,,,,,,,
